time,FINAL TIME,INITIAL TIME,SAVEPER,TIME STEP,Number of Trips per Bus Route,Number of Bus Routes,IRBR,Number of Railway Lines,ITRR,road construiction,ILRR,Number of Trips per Railway line,increasing railway trips,increaing bus trips,daily railway capacity,Land Use for mobility,ITBR,Daily railway trips,increasing bus routes,increasing railway lines,construction,Road Available,RCR,gdp growth rate,WELL TO TANK CO2 EMISSION RAILWAY ELECTRICITY,"""emissions of greenhouse gases (GHG) mobility""",railway electricity co2 emission,number of trains,bus electricity activity,bus natural gas activity,AVERAGE DISTANCE RAILWAY TRIP,ENERGY INTENSITY PER KM RAILWAY ELECTRICITY,TANK TO WHEEL CO2 EMISSION RAILWAY ELECTRICITY,PERCENTAGE BUS DIESEL,PERCENTAGE BUS ELECTRICITY,PERCENTAGE BUS NATURAL GAS,GHC CORRECTION BUS ELECTRICITY,DAILY CHOSEN RAILWAY,"""Motorization rate number of motorized vehicles per 1000 inhabitants.""",railway activity per year,Railway Daily Occupancy rate 0,bus electricity co2 emission,bus diesel co2 emission,bus diesel activity,MAX CAPACITY RAILWAY,ENERGY INTENSITY PER KM BUS NATURAL GAS,bus natural gas co2 emission,GHC CORRECTION RAILWAY ELECTRICITY,WELL TO TANK CO2 EMISSION NATURAL GAS,TANK TO WHEEL CO2 EMISSION BUS NATURAL GAS,ENERGY INTENSITY PER KM BUS ELECTRICITY,VEHICLES PER LINE,WELL TO TANK CO2 EMISSION BUS ELECTRICITY,GHC CORRECTION BUS NATURAL GAS,TANK TO WHEEL CO2 EMISSION BUS ELECTRICITY,business income multiplier,number of bus,VEHICLES PER ROUTE,CO2 CAPTURE PER GREEN AREA,business growth,DIESEL PETROL RATIO,car diesel co2 emissions,increase amount,INITIAL RATIO CAR PETROL,number of mototized private vehicles,GDPGN,"""Emissions of greenhouse gases (GHG)""",TPC,percentage car diesel,percentafe car petrol,INITIAL RATIO CAR DIESEL,INITIAL RATIO CAR ELECTRICITY,percentage car eletricity,PRIVATE PARKING CONSTRUCTION,MAX CAPACITY BUS,BUS Daily Occupancy rate,daily bus capacity,DAILY CHOSEN BUS,PEDESTRIAN SIDEWALK CONSTRUCTION,Daily bus trips,ticket fare pt 10 km,Mobility space usage,Affordability of public transport for the poorest group,GHC CORRECTION CAR DIESEL,GHC CORRECTION CAR ELECTRICITY,GHC CORRECTION CAR PETROL,ghg emissions,AVERAGE DISTANCE BUS ROUTES,AVERAGE DISTANCE CAR,co2 capture green spaces,CO2 CAPTURE PER M2 BODY OF WATER,"""co2 capture sea/river""",CO2 TECHNOLOGIES CAPTURE,DAILY CHOSEN CAR,"""emissions of greenhouse gases (GHG) business""",BODY OF WATER M2,bus activity per year,WELL TO TANK CO2 EMISSION CAR DIESEL,capture,car activity per year,car diesel activity,car electricity activity,car electricity co2 emission,car petrol activity,car petrol co2 emission,ENERGY INTENSITY PER KM CAR PETROL,GREEN AREA,Total GHG,WELL TO TANK CO2 EMISSION BUS DIESEL,GHC CORRECTION BUS DIESEL,ENERGY INTENSITY PER KM BUS DIESEL,ENERGY INTENSITY PER KM CAR DIESEL,ENERGY INTENSITY PER KM CAR ELECTRICITY,TANK TO WHEEL CO2 EMISSION CAR ELECTRICITY,EpB,TANK TO WHEEL CO2 EMISSION BUS DIESEL,WELL TO TANK CO2 EMISSION CAR ELECTRICITY,TANK TO WHEEL CO2 EMISSION CAR DIESEL,TANK TO WHEEL CO2 EMISSION CAR PETROL,WELL TO TANK CO2 EMISSION CAR PETROL,average monthly income 95,average monthly income 25,average monthly income 50,income 95 multiplier,income 50 multiplier,average monthly income,income 25 multiplier,labor force income multiplier,IMI50,IMI95,IMI25,housing construction,net births,business construction,outmigration,inmigration,Population,AREA,attractiveness from jobs multiplier,attractiveness from housing multiplier,BCN,BDN,BN,business demolition,business labor force multiplier,business land multiplier,Business structures,DN,HCN,HDN,households to housing ratio,Housing,housing availability multiplier,housing demolition,housing land multiplier,HS,IMN,jobs,JPBS,labor force,labor to job ratio,land fraction occupied,LPBS,LPF,LPH,OMN
2045,2071,2021,1,1,18.489,137.6254,0.0,2,0,0,0,75,0,0.0,12000,9960,0,150,0.0,0,40,400000,0,-0.0005981917031885062,1,71336.67584560926,847.4614499999999,20,524674.7286676172,8079990.821481304,16.3,1,1,0.18,0.05,0.77,1,31481,285.9904564594784,618585.0,2.6234166666666665,718.8043782746355,2587.6957617886874,1888829.0232034216,80,1,11069.587425429387,1,1,1,1,10,1,1,1,0.2,89.45651000000001,0.65,0.00113,-0.008186060703188506,3.91210447011552,11642.968831546043,-1.0196566987559452,0.1991,94150.4347826087,0.007587869,0.2164399747083881,2.3,0.19816434173139555,0.775239607104892,0.7789,0.022,0.02659605116371242,20,80,0.9590965890483879,203564.48164800004,195238,20,2544.5560206000005,1.4,0.0302192683152369,0.0825964607870954,1,1,1,71342.84010229749,16.3,6.315821580634135,67729.375,0.001,4731.8,9,216546,6.164256688219374,4731800.0,10493494.573352342,1,72470.175,346019472.69999987,68568721.03384006,9202751.59956999,504.31078765643537,268248000.0665898,43965.84721091407,1,59937500.0,-390215.0949737398,1,1,1,1,1,1,0.000455,1,1,1,1,1,2733.3487127797166,1016.9927282540885,1251.2233161110162,2.40354609929078,0.7340425531914894,1704.5650973106597,0.5964539007092199,1.5,1035,3389,841,126.14450180726988,26301.364801716554,1.5610467218550568,18773.505502578628,1355.0700852666323,329591.0376154956,9232860.0,0.1,0.6127225218702426,0.0258,0.00831,0.0902,112.58235841561098,2.0,0.0022330419488536535,13547.816897185437,0.0104,0.1958,0,1.4497033041730099,87442.57072006998,1.64970330417301,0.0,0.004466083897707307,2.6,0.0671,31159.978863526503,2.3,218189.26690145812,7.002227692678375,0.9991067832204585,100,0.662,90,0.05696
2046,2071,2021,1,1,18.489,137.6254,0.1,2,0,0,0,75,0,0.0,12000,10000,0,150,13.762540000000001,0,40,400000,0,-0.0006599606316006167,1,72930.8962151859,847.4614499999999,20,524674.7286676172,8079990.821481304,16.3,1,1,0.18,0.05,0.77,1,32786,286.15873609264935,618585.0,2.7321666666666666,718.8043782746355,2587.6957617886874,1888829.0232034216,80,1,11069.587425429387,1,1,1,1,10,1,1,1,0.2,89.45651000000001,0.65,0.00113,-0.008190686631600616,3.91210447011552,11973.821342423567,-1.1242729249465828,0.1991,96747.82608695653,0.007530726,0.2154697357129608,2.3,0.19816758057479567,0.7752522777986356,0.7789,0.022,0.02658014162656871,20,80,0.9848869428345568,203564.48164800004,200488,20,2544.5560206000005,1.4,0.0295443696560656,0.08264588437201156,1,1,1,72937.0099571773,16.3,6.320812511234945,67729.375,0.001,4731.8,9,222520,6.113741991398715,4731800.0,10493494.573352342,1,72470.175,355846321.59999996,70517204.60791264,9458445.625421517,518.3228202730991,275870671.3666658,45215.20303699652,1,59937500.0,-391342.4298714423,1,1,1,1,1,1,0.000455,1,1,1,1,1,2731.7136462578114,1016.3845500387314,1250.4748447044826,2.40354609929078,0.7340425531914894,1703.5454406119038,0.5964539007092199,1.5,1035,3389,841,125.22526369502413,27010.222566592038,1.5011560405529834,19279.477160314313,1328.6909341890873,338473.9669999002,9232860.0,0.1,0.5850273639097693,0.0258,0.00831,0.0902,111.65977131543588,2.0,0.0021651122950741564,13436.795585491682,0.0104,0.1958,0,1.486630181453641,87568.71522187725,1.686630181453641,0.0,0.004330224590148313,2.6,0.0671,30904.629846630865,2.3,224069.76615393392,7.250362397670372,0.9991339550819703,100,0.662,90,0.05696
2047,2071,2021,1,1,18.489,151.38794000000001,0.0,2,0,0,0,75,0,0.0,12000,10040,0,150,0.0,0,40,400000,0,-0.0007203360354391354,1,75566.0434114252,847.4614499999999,20,577142.2015343788,8887989.903629433,16.3,1,1,0.18,0.05,0.77,1,33900,285.02774719916977,618585.0,2.825,790.6848161020989,2846.465337967556,2077711.9255237635,80,1,12176.546167972323,1,1,1,1,10,1,1,1,0.2,98.402161,0.65,0.00113,-0.008194775035439136,3.91210447011552,12222.37559159874,-1.2263153145792862,0.1991,98938.26086956523,0.007474439,0.21743533912168259,2.3,0.1981711517217781,0.7752662484987091,0.7789,0.022,0.026562599779512808,20,80,0.9220710193219172,223920.92981280005,206471,20,2799.0116226600003,1.4,0.028889309354148705,0.08270044739696,1,1,1,75572.10703124665,16.3,6.309063183891579,67729.375,0.001,4731.8,9,227558,6.063619821448643,4731800.0,11542844.030687576,1,72470.175,363226483.40000004,71981010.55122933,9648239.707874054,528.7235359914981,281597233.1408967,46153.78651179297,1,59937500.0,-390875.59491426504,1,1,1,1,1,1,0.000455,1,1,1,1,1,2729.9108227944753,1015.7139730671852,1249.6495805361708,2.40354609929078,0.7340425531914894,1702.4211676869572,0.5964539007092199,1.5,1035,3389,841,124.12179024771329,27733.165586561292,1.4414782063269131,19795.502654267304,1298.4742877870642,347533.403340367,9232860.0,0.1,0.5568193008634376,0.0258,0.00831,0.0902,110.7443532225016,2.0,0.0020962245926001155,13326.6369702168,0.0104,0.1958,0,1.5242409321820833,87693.94048557228,1.7242409321820833,0.0,0.004192449185200231,2.6,0.0671,30651.265031498635,2.3,230067.11301132297,7.505958164365991,0.99916151016296,100,0.662,90,0.05696
2048,2071,2021,1,1,18.489,151.38794000000001,0.0,2,0,0,0,75,0,0.0,12000,10080,0,150,0.0,0,40,400000,0,-0.0007792942055741313,1,76477.1106775226,847.4614499999999,20,577142.2015343788,8887989.903629433,16.3,1,1,0.18,0.05,0.77,1,38048,282.85745397884455,618585.0,3.1706666666666665,790.6848161020989,2846.465337967556,2077711.9255237635,80,1,12176.546167972323,1,1,1,1,10,1,1,1,0.2,98.402161,0.65,0.00113,-0.008198280205574131,3.91210447011552,12411.498482061632,-1.325731291006334,0.1991,100796.52173913045,0.007418986,0.21435997747281052,2.3,0.19817504699679364,0.7752814872215097,0.7789,0.022,0.02654346578169668,20,80,0.9406981302556159,223920.92981280005,210642,20,2799.0116226600003,1.4,0.02825353303470179,0.08276004493586309,1,1,1,76483.12456453593,16.3,6.2884506884295535,67729.375,0.001,4731.8,9,231832,6.0138870133162845,4731800.0,11542844.030687576,1,72470.175,368839617.3000001,73094808.4927069,9790281.76073665,536.5074404883684,285954527.04655653,46867.94698293062,1,59937500.0,-387773.6628830184,1,1,1,1,1,1,0.000455,1,1,1,1,1,2727.9443696552808,1014.9825325143049,1248.7494129116392,2.40354609929078,0.7340425531914894,1701.194852372378,0.5964539007092199,1.5,1035,3389,841,123.1082338054956,28470.20933672376,1.3852101425131476,20321.59303032312,1264.2227924746203,356769.5405604481,9232860.0,0.1,0.528096545525581,0.0258,0.00831,0.0902,109.83604633111719,2.0,0.0020310569141465673,13217.334095200626,0.0104,0.1958,0,1.5625379392992254,87818.06227581999,1.7625379392992253,0.0,0.004062113828293135,2.6,0.0671,30399.868418961436,2.3,236181.43585101663,7.769159806747789,0.9991875772343414,100,0.662,90,0.05696
2049,2071,2021,1,1,18.489,151.38794000000001,0.0,2,0,0,0,75,0,0.0,12000,10120,0,150,0.0,0,40,400000,0,-0.0008374848110217718,1,78038.03183807718,847.4614499999999,20,577142.2015343788,8887989.903629433,16.3,1,1,0.18,0.05,0.77,1,39229,282.5431286473536,618585.0,3.269083333333333,790.6848161020989,2846.465337967556,2077711.9255237635,80,1,12176.546167972323,1,1,1,1,10,1,1,1,0.2,98.402161,0.65,0.00113,-0.008201834811021772,3.91210447011552,12735.472930532147,-1.4236145696305778,0.1991,103343.91304347827,0.00736435,0.21311247119722043,2.3,0.19817925805728825,0.7752979613300945,0.7789,0.022,0.026522780612617147,20,80,0.9651308619550323,223920.92981280005,216113,20,2799.0116226600003,1.4,0.027636501814792706,0.0828245706790422,1,1,1,78043.99637996002,16.3,6.293408669238632,67729.375,0.001,4731.8,9,237691,5.96454188285047,4731800.0,11542844.030687576,1,72470.175,378459309.7999999,75002785.22103737,10037793.244627904,550.0710698056091,293418731.3343346,48091.330065697446,1,59937500.0,-383760.71331848245,1,1,1,1,1,1,0.000455,1,1,1,1,1,2725.8184984148797,1014.1917949144919,1247.776269729943,2.40354609929078,0.7340425531914894,1699.8691210813715,0.5964539007092199,1.5,1035,3389,841,122.03961355411207,29221.353896814006,1.3308655020527234,20857.748345395055,1227.6093556475673,366182.3796593233,9232860.0,0.1,0.4996204736192588,0.0258,0.00831,0.0902,108.9348198823899,2.0,0.0019675182534190094,13108.883259012022,0.0104,0.1958,0,1.6015181055229648,87941.17050962549,1.8011385791422236,0.0,0.003935036506838019,2.6,0.0671,30150.431495727647,2.3,242412.73533447203,8.040108327100466,0.9992129926986324,100,0.662,90,0.05696
2050,2071,2021,1,1,18.489,151.38794000000001,0.0,2,0,0,0,75,0,0.0,12000,10160,0,150,0.0,0,40,400000,0,-0.0008946844632300123,1,79520.02415418575,847.4614499999999,20,577142.2015343788,8887989.903629433,16.3,1,1,0.18,0.05,0.77,1,40456,282.0781825239599,618585.0,3.3713333333333333,790.6848161020989,2846.465337967556,2077711.9255237635,80,1,12176.546167972323,1,1,1,1,10,1,1,1,0.2,98.402161,0.65,0.00113,-0.008205197463230013,3.91210447011552,13043.081382672786,-1.5195728063188831,0.1991,105879.13043478262,0.007310513,0.21161684935830838,2.3,0.19818378003479184,0.7753156517785001,0.7789,0.022,0.02650056818670802,20,80,0.9944313833733966,223920.92981280005,222674,20,2799.0116226600003,1.4,0.027037557047412446,0.08289397270817742,1,1,1,79525.93973626936,16.3,6.290942091474278,67729.375,0.001,4731.8,9,243522,5.915582083607417,4731800.0,11542844.030687576,1,72470.175,387591648.3999998,76814377.98982795,10271398.907022756,562.872660104847,300505871.5031491,49252.912339366136,1,59937500.0,-378186.89193852246,1,1,1,1,1,1,0.000455,1,1,1,1,1,2723.535666824855,1013.3426744513292,1246.7312760564907,2.40354609929078,0.7340425531914894,1698.4455065117409,0.5964539007092199,1.5,1035,3389,841,120.41232635373068,29986.73284639791,1.2794019465589825,21404.063946501563,1234.7569768415035,375773.5945663898,9232860.0,0.1,0.48970293780939655,0.0258,0.00831,0.0902,108.0406310214893,2.0,0.0019070901244763738,13001.279304631686,0.0104,0.1958,0,1.6411882487624139,88063.2101231796,1.8308911865718103,0.0,0.0038141802489527477,2.6,0.0671,29902.942400652875,2.3,248762.11960295006,8.318984676154104,0.9992371639502095,100,0.662,90,0.05696
2051,2071,2021,1,1,18.489,151.38794000000001,0.1,2,0,0,0,75,0,0.0,12000,10200,0,150,15.138794000000003,0,40,400000,0,-0.0009510190581235121,1,80578.22810006846,847.4614499999999,20,577142.2015343788,8887989.903629433,16.3,1,1,0.18,0.05,0.77,1,41469,280.4552106332111,618585.0,3.45575,790.6848161020989,2846.465337967556,2077711.9255237635,80,1,12176.546167972323,1,1,1,1,10,1,1,1,0.2,98.402161,0.65,0.00113,-0.008208476058123512,3.91210447011552,13262.765600214147,-1.6138089031778917,0.1991,108022.60869565218,0.007257457,0.20897330027931307,2.3,0.19818860681459013,0.7753345346453252,0.7789,0.022,0.026476858540084604,20,80,1.0252860248121223,223920.92981280005,229583,20,2799.0116226600003,1.4,0.026452898172467786,0.08296818120483924,1,1,1,80584.09510579283,16.3,6.269814692576432,67729.375,0.001,4731.8,9,248452,5.867005724378323,4731800.0,11542844.030687576,1,72470.175,394110243.99999994,78108160.18971817,10434801.179586226,571.8271046413251,305567282.6306955,50082.477623171,1,59937500.0,-371131.1272022531,1,1,1,1,1,1,0.000455,1,1,1,1,1,2721.098961778694,1012.4363193235887,1245.61584495398,2.40354609929078,0.7340425531914894,1696.925933705422,0.5964539007092199,1.5,1035,3389,841,119.77937229385371,30770.16343136159,1.239892682105113,21963.26452444055,1240.769107349557,385591.02044312767,9232860.0,0.1,0.4795584414871216,0.0258,0.00831,0.0902,107.15344520787663,2.0,0.0018634994969934926,12894.518075556754,0.0104,0.1958,0,1.6817662340515136,88183.62244953333,1.8613246755386352,0.0,0.003726998993986985,2.6,0.0671,29657.391573780533,2.3,255261.25553335052,8.607002908476332,0.9992546002012026,100,0.662,90,0.05696
2052,2071,2021,1,1,18.489,166.526734,0.0,2,0,0,0,75,0,0.0,12000,10240,0,150,0.0,0,40,400000,0,-0.0010064281495770844,1,83801.27913080022,847.4614499999999,20,634856.4216878167,9776788.893992377,16.3,1,1,0.18,0.05,0.77,1,42526,280.16554641257557,618585.0,3.543833333333333,869.7532977123088,3131.111871764311,2285483.1180761396,80,1,13394.200784769557,1,1,1,1,10,1,1,1,0.2,108.24237710000001,0.65,0.00113,-0.008211594149577084,3.91210447011552,13603.532696108663,-1.7062098447203178,0.1991,110716.08695652174,0.007205166,0.2118126502176589,2.3,0.19819373292646825,0.775354588530518,0.7789,0.022,0.026451678543013744,20,80,0.9573874630134567,246313.02279408003,235817,20,3078.9127849260003,1.4,0.025882200853323843,0.083047137350718,1,1,1,83807.0979458582,16.3,6.274296182558598,67729.375,0.001,4731.8,9,254647,5.818815057979097,4731800.0,12697128.433756333,1,72470.175,404225867.0999998,80115033.54598741,10692452.69530019,585.9464077024504,313418380.8587122,51369.27262274293,1,59937500.0,-363017.2070964603,1,1,1,1,1,1,0.000455,1,1,1,1,1,2718.5111448070024,1011.473756708289,1244.4312405463281,2.40354609929078,0.7340425531914894,1695.3121248022442,0.5964539007092199,1.5,1035,3389,841,118.60170416613984,31571.967338900387,1.1959756602295681,22535.579694533404,1245.5695923293224,395638.68845739827,9232860.0,0.1,0.4691878138602048,0.0258,0.00831,0.0902,106.27330358638746,2.0,0.001812380923260637,12788.604523030983,0.0104,0.1958,0,1.7232487445591809,88303.40182182718,1.8924365584193856,0.0,0.003624761846521274,2.6,0.0671,29413.79040297126,2.3,261912.81175879767,8.904422319278522,0.9992750476306957,100,0.662,90,0.05696
2053,2071,2021,1,1,18.489,166.526734,0.0,2,0,0,0,75,0,0.0,12000,10280,0,150,0.0,0,40,400000,0,-0.0010602204259551416,1,84813.9745170878,847.4614499999999,20,634856.4216878167,9776788.893992377,16.3,1,1,0.18,0.05,0.77,1,48336,278.37199025946916,618585.0,4.028,869.7532977123088,3131.111871764311,2285483.1180761396,80,1,13394.200784769557,1,1,1,1,10,1,1,1,0.2,108.24237710000001,0.65,0.00113,-0.008213843425955141,3.91210447011552,13813.79603572273,-1.7955955845564133,0.1991,112868.69565217392,0.007153623,0.2089422536566528,2.3,0.19819915254122833,0.7753757906296472,0.7789,0.022,0.02642505682912449,20,80,0.9722222450259967,246313.02279408003,239471,20,3078.9127849260003,1.4,0.02532514694447717,0.08313077783746241,1,1,1,84819.74552196158,16.3,6.249592446783104,67729.375,0.001,4731.8,9,259598,5.7710048737726956,4731800.0,12697128.433756333,1,72470.175,410462570.1,81353333.54371454,10846496.741120996,594.3880214134306,318262739.8151645,52163.263055705465,1,59937500.0,-351680.28415060206,1,1,1,1,1,1,0.000455,1,1,1,1,1,2715.7751586659297,1010.4560811909771,1243.1788099156292,2.40354609929078,0.7340425531914894,1693.605914957524,0.5964539007092199,1.5,1035,3389,841,117.75478669846775,32392.46752638875,1.1566571989024914,23121.239978735626,1249.059585405382,405920.6456940946,9232860.0,0.1,0.4585846309706609,0.0258,0.00831,0.0902,105.4001109913211,2.0,0.001767318888761804,12683.527195104825,0.0104,0.1958,0,1.7656614761173566,88422.00352599332,1.9242461070880172,0.0,0.003534637777523608,2.6,0.0671,29172.112548741097,2.3,268719.4674494906,9.211518946408528,0.9992930724444953,100,0.662,90,0.05696
2054,2071,2021,1,1,18.489,166.526734,0.0,2,0,0,0,75,0,0.0,12000,10320,0,150,0.0,0,40,400000,0,-0.0011136691443597215,1,86157.06513695006,847.4614499999999,20,634856.4216878167,9776788.893992377,16.3,1,1,0.18,0.05,0.77,1,49671,277.2353683793556,618585.0,4.13925,869.7532977123088,3131.111871764311,2285483.1180761396,80,1,13394.200784769557,1,1,1,1,10,1,1,1,0.2,108.24237710000001,0.65,0.00113,-0.008216481144359722,3.91210447011552,14092.628814594695,-1.88411695079504,0.1991,115323.91304347827,0.007102812,0.2068890407867523,2.3,0.19820485608136632,0.7753981034745165,0.7789,0.022,0.026397040444117226,20,80,0.9984896340848732,246313.02279408003,245941,20,3078.9127849260003,1.4,0.024781425615246596,0.08321898226186193,1,1,1,86162.78871105236,16.3,6.239823559350788,67729.375,0.001,4731.8,9,265245,5.723574102297145,4731800.0,12697128.433756333,1,72470.175,418735745.99999994,82995458.27205355,11053384.422559597,605.7254663562659,324686903.30538684,53216.183451752906,1,59937500.0,-339330.7136286405,1,1,1,1,1,1,0.000455,1,1,1,1,1,2712.8958383704107,1009.3850912004723,1241.8607663482421,2.40354609929078,0.7340425531914894,1691.8103193729676,0.5964539007092199,1.5,1035,3389,841,116.44627868319124,33231.98643960682,1.116642232928947,23720.47553383464,1251.1469739291983,416440.9328271531,9232860.0,0.1,0.4477467055443006,0.0258,0.00831,0.0902,104.53384789030609,2.0,0.0017203168158347326,12579.283741312407,0.0104,0.1958,0,1.8090131778227976,88539.75831269179,1.9522532944556994,0.0,0.0034406336316694652,2.6,0.0671,28932.352605018536,2.3,275683.8975315754,9.528568288074712,0.9993118732736661,100,0.662,90,0.05696
2055,2071,2021,1,1,18.489,166.526734,0.0,2,0,0,0,75,0,0.0,12000,10360,0,150,0.0,0,40,400000,0,-0.001166088345339861,1,87712.95511222768,847.4614499999999,20,634856.4216878167,9776788.893992377,16.3,1,1,0.18,0.05,0.77,1,51397,276.4489439616498,618585.0,4.283083333333333,869.7532977123088,3131.111871764311,2285483.1180761396,80,1,13394.200784769557,1,1,1,1,10,1,1,1,0.2,108.24237710000001,0.65,0.00113,-0.008218806345339861,3.91210447011552,14415.631347629138,-1.970603249128946,0.1991,117971.7391304348,0.007052718,0.20531886206082,2.3,0.19821084080128093,0.7754215163240469,0.7789,0.022,0.026367642874672196,20,80,1.0265839667413532,246313.02279408003,252861,20,3078.9127849260003,1.4,0.024250732497023867,0.08331173655949577,1,1,1,87718.6316315014,16.3,6.239391527079071,67729.375,0.001,4731.8,9,271335,5.676519273723039,4731800.0,12697128.433756333,1,72470.175,428320220.9,84897711.11677937,11293794.620691905,618.8999452139163,332128715.1625287,54435.89641513845,1,59937500.0,-325638.0999175882,1,1,1,1,1,1,0.000455,1,1,1,1,1,2709.8745699833553,1008.2613022957781,1240.477744331169,2.40354609929078,0.7340425531914894,1689.9262024221725,0.5964539007092199,1.5,1035,3389,841,114.70591585060437,34090.84653840699,1.0833296906078267,24333.51652666243,1251.7242029767372,427203.59070685453,9232860.0,0.1,0.4366678674490223,0.0258,0.00831,0.0902,103.67445091129329,2.0,0.0016828299169349692,12475.86653565503,0.0104,0.1958,0,1.8533285302039109,88656.20459137498,1.9633321325509776,0.0,0.0033656598338699384,2.6,0.0671,28694.493032006565,2.3,282808.77704793774,9.855855502743529,0.999326868033226,100,0.662,90,0.05696
2056,2071,2021,1,1,18.489,166.526734,0.1,2,0,0,0,75,0,0.0,12000,10400,0,150,16.6526734,0,40,400000,0,-0.0012179066523029186,1,89421.6577578715,847.4614499999999,20,634856.4216878167,9776788.893992377,16.3,1,1,0.18,0.05,0.77,1,52846,276.2436483093009,618585.0,4.403833333333333,869.7532977123088,3131.111871764311,2285483.1180761396,80,1,13394.200784769557,1,1,1,1,10,1,1,1,0.2,108.24237710000001,0.65,0.00113,-0.008221231652302919,3.91210447011552,14770.357469524657,-2.0557723530248087,0.1991,120925.21739130435,0.007003325,0.20405996676311047,2.3,0.1982171002367708,0.7754460038896073,0.7789,0.022,0.02633689587362196,20,80,1.0559246809188647,246313.02279408003,260088,20,3078.9127849260003,1.4,0.023732770198498544,0.08340897001877959,1,1,1,89427.28759818507,16.3,6.236586751423808,67729.375,0.001,4731.8,9,278128,5.629840313567627,4731800.0,12697128.433756333,1,72470.175,438846058.2000002,86986793.1067412,11557842.939362848,633.3697930770841,340301422.1538962,55775.40309102359,1,59937500.0,-310389.6432860868,1,1,1,1,1,1,0.000455,1,1,1,1,1,2706.714616829965,1007.0859283010849,1239.0312376908512,2.40354609929078,0.7340425531914894,1687.9555991730435,0.5964539007092199,1.5,1035,3389,841,114.31951147482582,34969.36906474175,1.0632844781218658,24960.592254732957,1250.6782509624445,438212.64492157585,9232860.0,0.1,0.42534190534150784,0.0258,0.00831,0.0902,102.8219186939494,2.0,0.0016653867020252622,12373.275414434345,0.0104,0.1958,0,1.8986323786339687,88770.91050722558,1.9746580946584922,0.0,0.0033307734040505244,2.6,0.0671,28458.53345319899,2.3,290096.77093808324,10.193665510387493,0.9993338453191899,100,0.662,90,0.05696
2057,2071,2021,1,1,18.489,183.1794074,0.0,2,0,0,0,75,0,0.0,12000,10440,0,150,0.0,0,40,400000,0,-0.0012685459762860965,1,92662.77806888969,847.4614499999999,20,698342.0638565983,10754467.783391614,16.3,1,1,0.18,0.05,0.77,1,53948,275.18161399553065,618585.0,4.495666666666667,956.7286274835396,3444.2230589407427,2514031.429883754,80,1,14733.62086324651,1,1,1,1,10,1,1,1,0.2,119.06661481,0.65,0.00113,-0.008223165976286096,3.91210447011552,15082.124692312625,-2.1386414417339616,0.1991,123547.39130434784,0.00695462,0.20615913217413886,2.3,0.19822363020389197,0.7754715498031716,0.7789,0.022,0.026304819992936466,20,80,0.9903252261409166,270944.325073488,268323,20,3386.8040634186,1.4,0.023227248143778852,0.08351064807390736,1,1,1,92668.3616090247,16.3,6.23286153174807,67729.375,0.001,4731.8,9,284159,5.583540134999425,4731800.0,13966841.277131965,1,72470.175,448094296.09999996,88822878.04659967,11787039.798772072,645.9297809727095,347484378.25462824,56952.68959593357,1,59937500.0,-293432.5306879017,1,1,1,1,1,1,0.000455,1,1,1,1,1,2703.4180910922423,1005.8597548621531,1237.5222133040563,2.40354609929078,0.7340425531914894,1685.8998268200187,0.5964539007092199,1.5,1035,3389,841,113.024058584622,35867.873578607265,1.0351838845780081,25601.930815005882,1247.9194458699208,449472.0999825471,9232860.0,0.1,0.4137721852879794,0.0258,0.00831,0.0902,101.97630444361587,2.0,0.001634818543526373,12271.516780218517,0.0104,0.1958,0,1.9449112588480826,88885.2300187004,1.9862278147120207,0.0,0.003269637087052746,2.6,0.0671,28224.488594502585,2.3,297550.5301884462,10.542282429393655,0.9993460725825895,100,0.662,90,0.05696
2058,2071,2021,1,1,18.489,183.1794074,0.0,2,0,0,0,75,0,0.0,12000,10480,0,150,0.0,0,40,400000,0,-0.0013174790461755624,1,93576.79235540911,847.4614499999999,20,698342.0638565983,10754467.783391614,16.3,1,1,0.18,0.05,0.77,1,61045,272.54989438946865,618585.0,5.087083333333333,956.7286274835396,3444.2230589407427,2514031.429883754,80,1,14733.62086324651,1,1,1,1,10,1,1,1,0.2,119.06661481,0.65,0.00113,-0.008224066046175562,3.91210447011552,15271.97042056935,-2.218320080499617,0.1991,125502.60869565219,0.006906587,0.2029927156793351,2.3,0.19823042339686292,0.7754981254837596,0.7789,0.022,0.026271451119377495,20,80,1.0039110430758222,270944.325073488,272004,20,3386.8040634186,1.4,0.022733880984503116,0.08361668823819268,1,1,1,93582.32996733426,16.3,6.212779917964639,67729.375,0.001,4731.8,9,288656,5.537611925145063,4731800.0,13966841.277131965,1,72470.175,453719118.6000002,89940932.9833295,11919859.646226946,653.2083086132366,351858325.9704438,57669.57962655574,1,59937500.0,-273234.344078877,1,1,1,1,1,1,0.000455,1,1,1,1,1,2699.988680950569,1004.5841538320126,1235.9523594798047,2.40354609929078,0.7340425531914894,1683.7611853782848,0.5964539007092199,1.5,1035,3389,841,112.36963633434846,36786.67978292307,1.0133962500695621,26257.760406457368,1243.3183420415542,460985.9621920184,9232860.0,0.1,0.4019500804004281,0.0258,0.00831,0.0902,101.13748373177026,2.0,0.0016136839176594808,12170.575659659478,0.0104,0.1958,0,1.9921996783982876,88998.25407728502,1.998049919599572,0.0,0.0032273678353189617,2.6,0.0671,27992.324017216797,2.3,305172.7069711162,10.902013951518224,0.9993545264329362,100,0.662,90,0.05696
